"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","George Kittle (SF)","13","17","134","10.3","21","2","0","0","0","0","0","1","19.9","19.9","98.6%"
"2","Travis Kelce (KC)","11","13","142","12.9","21","1","0","0","0","0","0","1","19.7","19.7","99.9%"
"3","Tyler Higbee (LAR)","12","14","111","9.3","26","1","0","0","0","0","0","1","17.1","17.1","41.3%"
"4","Darren Waller (LV)","8","10","122","15.3","36","2","0","0","0","0","0","1","16.2","16.2","98.9%"
"5","Zach Ertz (ARI)","5","10","61","12.2","27","1","1","0","0","0","0","1","14.6","14.6","92.0%"
"6","Ricky Seals-Jones (NYG)","3","4","29","9.7","26","1","2","0","0","0","1","1","14.4","14.4","0.8%"
"7","Jonnu Smith (NE)","5","5","60","12.0","23","1","0","1","57","0","0","1","14.2","14.2","2.7%"
"8","Mark Andrews (BAL)","4","7","52","13.0","36","1","1","0","0","0","0","1","13.2","13.2","99.9%"
"9","Jason Witten (FA)","4","5","36","9.0","19","0","1","0","0","0","0","1","11.6","11.6","0.0%"
"10","Cethan Carter (MIA)","2","2","13","6.5","8","0","1","0","0","0","0","1","8.3","8.3","0.0%"
"11","Dallas Goedert (PHI)","5","6","55","11.0","20","1","0","0","0","0","0","1","8.0","8.0","94.3%"
"12","Tyler Kroft (SF)","1","1","14","14.0","14","0","1","0","0","0","0","1","7.9","7.9","0.1%"
"13","Irv Smith Jr. (MIN)","2","3","8","4.0","7","0","1","0","0","0","0","1","7.8","7.8","48.3%"
"14","Jared Cook (FA)","4","4","54","13.5","20","1","0","0","0","0","0","1","7.4","7.4","1.8%"
"15","Dan Arnold (JAC)","1","1","6","6.0","6","0","1","0","0","0","0","1","7.1","7.1","1.4%"
"16","Josh Hill (FA)","1","1","5","5.0","5","0","1","0","0","0","0","1","7.0","7.0","0.0%"
"17","Mike Gesicki (MIA)","4","8","47","11.8","24","1","0","0","0","0","0","1","6.7","6.7","89.6%"
"18","O.J. Howard (BUF)","4","7","46","11.5","25","1","0","0","0","0","0","1","6.6","6.6","2.5%"
"19","Noah Fant (SEA)","2","3","56","28.0","43","1","0","0","0","0","0","1","6.6","6.6","74.8%"
