"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","George Kittle (SF)","6","6","129","21.5","61","3","1","0","0","0","0","1","21.9","21.9","98.6%"
"2","Zach Ertz (ARI)","12","14","91","7.6","12","0","1","0","0","0","0","1","21.1","21.1","92.0%"
"3","Jared Cook (FA)","6","8","99","16.5","21","3","1","0","0","0","0","1","18.9","18.9","1.8%"
"4","Mike Gesicki (MIA)","3","7","28","9.3","11","0","1","0","0","0","0","1","10.3","10.3","89.6%"
"5","Kaden Smith (FA)","5","6","17","3.4","11","0","1","0","0","0","0","1","10.2","10.2","0.0%"
"6","Logan Thomas (WAS)","2","2","24","12.0","12","0","1","0","0","0","0","1","9.4","9.4","36.3%"
"7","Ryan Griffin (CHI)","3","3","13","4.3","12","0","1","0","0","0","0","1","8.8","8.8","0.1%"
"8","Greg Olsen (FA)","5","7","44","8.8","15","0","0","0","0","0","0","1","6.9","6.9","7.0%"
"9","Eric Ebron (FA)","4","5","44","11.0","14","0","0","0","0","0","0","1","6.4","6.4","0.6%"
"10","Jaeden Graham (FA)","1","2","53","53.0","53","1","0","0","0","0","0","1","5.8","5.8","0.0%"
"11","Nick O'Leary (FA)","4","4","36","9.0","15","0","0","0","0","0","0","1","5.6","5.6","0.0%"
"12","Darren Waller (LV)","3","6","41","13.7","19","0","0","0","0","0","0","1","5.6","5.6","98.9%"
"13","Mark Andrews (BAL)","2","3","45","22.5","38","1","0","0","0","0","0","1","5.5","5.5","99.9%"
"14","Dallas Goedert (PHI)","7","8","32","4.6","14","0","0","0","0","0","1","1","4.7","4.7","94.3%"
"15","Tyler Higbee (LAR)","5","6","20","4.0","7","0","0","0","0","0","0","1","4.5","4.5","41.3%"
"16","Jack Doyle (FA)","3","4","28","9.3","12","0","0","0","0","0","0","1","4.3","4.3","1.1%"
"17","Jordan Akins (NYG)","3","4","26","8.7","13","0","0","0","0","0","0","1","4.1","4.1","0.3%"
