"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Austin Hooper (TEN)","9","11","130","14.4","28","2","0","0","0","0","0","1","17.5","17.5","12.3%"
"2","Ricky Seals-Jones (NYG)","3","3","82","27.3","59","1","1","0","0","0","0","1","15.7","15.7","0.8%"
"3","Will Dissly (SEA)","7","8","57","8.1","17","0","1","0","0","0","0","1","15.2","15.2","0.3%"
"4","Jimmy Graham (FA)","6","9","61","10.2","15","0","1","0","0","0","0","1","15.1","15.1","0.6%"
"5","Gerald Everett (LAC)","5","8","44","8.8","15","0","1","0","0","0","0","1","12.9","12.9","21.0%"
"6","Travis Kelce (KC)","7","8","85","12.1","18","0","0","0","0","0","0","1","12.0","12.0","99.9%"
"7","Eric Ebron (FA)","1","5","48","48.0","48","1","1","0","0","0","0","1","11.3","11.3","0.6%"
"8","Cameron Brate (TB)","3","3","36","12.0","13","0","1","0","0","0","0","1","11.1","11.1","6.0%"
"9","Mark Andrews (BAL)","4","8","31","7.8","11","0","1","0","0","0","0","1","11.1","11.1","99.9%"
"10","Foster Moreau (LV)","3","3","30","10.0","18","0","1","0","0","0","0","1","10.5","10.5","0.8%"
"11","T.J. Hockenson (DET)","3","3","27","9.0","13","0","1","0","0","0","0","1","10.2","10.2","95.6%"
"12","Jack Doyle (FA)","4","8","22","5.5","8","0","1","0","0","0","0","1","10.2","10.2","1.1%"
"13","Noah Fant (SEA)","2","4","31","15.5","25","1","1","0","0","0","0","1","10.1","10.1","74.8%"
"14","Zach Ertz (ARI)","7","8","65","9.3","14","0","0","0","0","0","0","1","10.0","10.0","92.0%"
"15","Darren Waller (LV)","7","8","53","7.6","17","0","0","0","0","0","0","1","8.8","8.8","98.9%"
"16","Dallas Goedert (PHI)","2","3","16","8.0","13","0","1","0","0","0","0","1","8.6","8.6","94.3%"
"17","James O'Shaughnessy (CHI)","1","4","18","18.0","18","0","1","0","0","0","0","1","8.3","8.3","0.2%"
"18","Evan Engram (JAC)","4","7","54","13.5","31","1","0","0","0","0","0","1","7.4","7.4","18.0%"
"19","Dawson Knox (BUF)","3","3","58","19.3","21","1","0","0","0","0","0","1","7.3","7.3","90.2%"
"20","Blake Jarwin (FA)","3","3","49","16.3","35","1","0","0","0","0","0","1","6.4","6.4","2.1%"
"21","Tyler Higbee (LAR)","4","7","41","10.3","13","0","0","0","0","0","0","1","6.1","6.1","41.3%"
"22","Deon Yelder (ARI)","2","2","43","21.5","24","1","0","0","0","0","0","1","5.3","5.3","0.0%"
"23","Jason Witten (FA)","4","4","50","12.5","16","0","0","0","0","0","1","1","5.0","5.0","0.0%"
"24","Hayden Hurst (CIN)","2","2","39","19.5","29","1","0","0","0","0","0","1","4.9","4.9","11.1%"
"25","O.J. Howard (BUF)","3","3","33","11.0","14","0","0","0","0","0","0","1","4.8","4.8","2.5%"
"26","Lance Kendricks (FA)","2","3","37","18.5","24","1","0","0","0","0","0","1","4.7","4.7","0.0%"
"27","Josh Hill (FA)","3","4","29","9.7","20","1","0","0","0","0","0","1","4.4","4.4","0.0%"
"28","Logan Thomas (WAS)","3","3","25","8.3","12","0","0","0","0","0","0","1","4.0","4.0","36.3%"
"29","Rhett Ellison (FA)","3","4","24","8.0","22","1","0","0","0","0","0","1","3.9","3.9","0.0%"
"30","Nick Vannett (NO)","2","2","28","14.0","17","0","0","0","0","0","0","1","3.8","3.8","0.1%"
"31","Tyler Eifert (FA)","2","5","27","13.5","14","0","0","0","0","0","0","1","3.7","3.7","0.0%"
"32","Jordan Akins (NYG)","3","4","21","7.0","10","0","0","0","0","0","0","1","3.6","3.6","0.3%"
"33","Luke Willson (FA)","2","2","26","13.0","17","0","0","0","0","0","0","1","3.6","3.6","0.0%"
"34","Jared Cook (FA)","3","6","21","7.0","9","0","0","0","0","0","0","1","3.6","3.6","1.8%"
"35","Geoff Swaim (TEN)","3","4","17","5.7","9","0","0","0","0","0","0","1","3.2","3.2","0.1%"
"36","Marcedes Lewis (GB)","2","2","19","9.5","10","0","0","0","0","0","0","1","2.9","2.9","0.1%"
"37","Trey Burton (FA)","2","4","16","8.0","11","0","0","0","0","0","0","1","2.6","2.6","0.0%"
"38","Maxx Williams (ARI)","1","1","21","21.0","21","1","0","0","0","0","0","1","2.6","2.6","0.2%"
"39","Jeremy Sprinkle (DAL)","1","3","20","20.0","20","1","0","0","0","0","0","1","2.5","2.5","0.1%"
"40","Pharaoh Brown (HOU)","1","1","18","18.0","18","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"41","Adam Shaheen (MIA)","2","2","13","6.5","8","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"42","Sean Culkin (FA)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"43","Darren Fells (FA)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"44","Kyle Rudolph (FA)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"45","Robert Tonyan (GB)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.6","1.6","34.1%"
"46","Greg Olsen (FA)","2","4","5","2.5","3","0","0","0","0","0","0","1","1.5","1.5","7.0%"
"47","Nick Boyle (BAL)","1","1","9","9.0","9","0","0","0","0","0","0","1","1.4","1.4","0.1%"
"48","Nick O'Leary (FA)","1","1","9","9.0","9","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"49","J.P. Holtz (NO)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"50","Vernon Davis (FA)","1","4","5","5.0","5","0","0","0","0","0","0","1","1.0","1.0","1.6%"
"51","Jonnu Smith (NE)","1","1","5","5.0","5","0","0","0","0","0","0","1","1.0","1.0","2.7%"
"52","Irv Smith Jr. (MIN)","1","1","5","5.0","5","0","0","0","0","0","0","1","1.0","1.0","48.3%"
"53","Delanie Walker (FA)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.9","0.9","0.1%"
"54","Charles Clay (FA)","1","2","3","3.0","3","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"55","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Juwan Johnson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"57","Kyle Pitts (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.3%"
"58","Pat Freiermuth (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89.9%"
"59","Brevin Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.8%"
"60","Nick Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Noah Gray (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"62","Noah Togiai (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Dalton Keene (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Sean McKeon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"66","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Tyler Davis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"68","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Charlie Woerner (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Rashod Berry (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.0%"
"71","Scotty Washington (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Charlie Taumoepeau (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Eli Wolf (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Kyle Markway (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Tommy Hudson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Rysen John (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Thaddeus Moss (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"79","Nakia Griffin-Stewart (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Ben Ellefson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"81","Mitchell Wilcox (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"82","Luke Farrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Ross Dwelley (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"84","Codey McElroy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Jaeden Graham (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"86","Garrett Dickerson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"87","J.J. Arcega-Whiteside (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"88","Albert Okwuegbunam (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.2%"
"89","Tommy Sweeney (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"90","Brandon Dillon (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Tanner Hudson (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Jesper Horsted (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Durham Smythe (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"94","Mike Gesicki (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","89.6%"
"95","Troy Fumagalli (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Dalton Schultz (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","96.4%"
"97","Ian Thomas (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"98","David Wells (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Ryan Izzo (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"100","Tyler Conklin (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"101","Jordan Franks (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Kevin Rader (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Kendall Blanton (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"104","Josh Oliver (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Matt Sokol (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Matthew Orzech (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Ian Bunting (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Parker Hesse (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Chris Myarick (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Cole Kmet (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53.6%"
"111","Brycen Hopkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"112","Jared Pinkney (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Colby Parkinson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
