"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Tyler Higbee (LAR)","8","12","84","10.5","22","1","1","0","0","0","0","1","18.4","18.4","41.3%"
"2","Dan Arnold (JAC)","4","6","76","19.0","37","2","1","0","0","0","0","1","15.6","15.6","1.4%"
"3","Kaden Smith (FA)","8","11","98","12.3","25","1","0","0","0","0","0","1","13.8","13.8","0.0%"
"4","Darren Waller (LV)","6","10","107","17.8","75","1","0","0","0","0","0","1","13.7","13.7","98.9%"
"5","Joshua Perkins (FA)","4","6","50","12.5","24","1","1","0","0","0","0","1","13.0","13.0","0.0%"
"6","George Kittle (SF)","7","7","86","12.3","26","1","0","1","7","0","0","1","12.8","12.8","98.6%"
"7","Hunter Henry (NE)","5","6","42","8.4","19","0","1","0","0","0","0","1","12.7","12.7","82.5%"
"8","Mike Gesicki (MIA)","4","7","34","8.5","14","0","1","0","0","0","0","1","11.4","11.4","89.6%"
"9","Jared Cook (FA)","2","2","44","22.0","23","2","1","0","0","0","0","1","11.4","11.4","1.8%"
"10","C.J. Uzomah (NYJ)","5","6","25","5.0","15","0","1","0","0","0","0","1","11.0","11.0","4.1%"
"11","Tommy Sweeney (BUF)","5","5","76","15.2","22","2","0","0","0","0","0","1","10.1","10.1","0.1%"
"12","Dallas Goedert (PHI)","4","10","65","16.3","28","1","0","0","0","0","0","1","8.5","8.5","94.3%"
"13","MyCole Pruitt (FA)","2","2","13","6.5","12","0","1","0","0","0","0","1","8.3","8.3","0.0%"
"14","Hale Hentges (FA)","4","7","62","15.5","24","1","0","0","0","0","0","1","8.2","8.2","0.0%"
"15","Austin Hooper (TEN)","7","9","45","6.4","12","0","0","0","0","0","0","1","8.0","8.0","12.3%"
"16","Jordan Akins (NYG)","5","7","54","10.8","20","1","0","0","0","0","0","1","7.9","7.9","0.3%"
"17","Andrew Beck (DEN)","2","2","8","4.0","7","0","1","0","0","0","0","1","7.8","7.8","0.0%"
"18","Jimmy Graham (FA)","4","7","49","12.3","20","1","0","0","0","0","0","1","6.9","6.9","0.6%"
"19","Cameron Brate (TB)","1","3","2","2.0","2","0","1","0","0","0","0","1","6.7","6.7","6.0%"
"20","Josh Hill (FA)","3","5","35","11.7","16","0","0","0","0","0","0","1","5.0","5.0","0.0%"
"21","Daniel Brown (FA)","3","4","32","10.7","24","1","0","0","0","0","0","1","4.7","4.7","0.0%"
"22","Jacob Hollister (LV)","4","8","25","6.3","9","0","0","0","0","0","0","1","4.5","4.5","0.1%"
"23","Hayden Hurst (CIN)","2","2","35","17.5","20","1","0","0","0","0","0","1","4.5","4.5","11.1%"
"24","Tyler Eifert (FA)","2","2","34","17.0","25","1","0","0","0","0","0","1","4.4","4.4","0.0%"
"25","Jason Witten (FA)","4","4","24","6.0","9","0","0","0","0","0","0","1","4.4","4.4","0.0%"
"26","Travis Kelce (KC)","3","5","24","8.0","11","0","0","0","0","0","0","1","3.9","3.9","99.9%"
"27","Jeremy Sprinkle (DAL)","3","6","18","6.0","8","0","0","0","0","0","0","1","3.3","3.3","0.1%"
"28","Vance McDonald (FA)","2","2","19","9.5","12","0","0","0","0","0","0","1","2.9","2.9","0.0%"
"29","Maxx Williams (ARI)","1","2","23","23.0","23","1","0","0","0","0","0","1","2.8","2.8","0.2%"
"30","Greg Olsen (FA)","2","6","12","6.0","9","0","0","0","0","0","0","1","2.2","2.2","7.0%"
"31","Mo Alie-Cox (IND)","1","1","15","15.0","15","0","0","0","0","0","0","1","2.0","2.0","3.4%"
"32","Logan Thomas (WAS)","1","3","15","15.0","15","0","0","0","0","0","0","1","2.0","2.0","36.3%"
"33","Robert Tonyan (GB)","2","3","9","4.5","9","0","0","0","0","0","0","1","1.9","1.9","34.1%"
"34","Marcedes Lewis (GB)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"35","Ian Thomas (CAR)","1","5","12","12.0","12","0","0","0","0","0","0","1","1.7","1.7","0.2%"
"36","Irv Smith Jr. (MIN)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.6","1.6","48.3%"
"37","Luke Stocker (FA)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"38","Eric Saubert (DEN)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.5","1.5","0.0%"
