"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","George Kittle (SF)","6","8","70","11.7","22","1","1","1","18","0","0","1","17.8","17.8","98.6%"
"2","Gerald Everett (LAC)","7","11","136","19.4","32","4","0","0","0","0","0","1","17.1","17.1","21.0%"
"3","Darren Fells (FA)","2","2","20","10.0","12","0","2","0","0","0","0","1","15.0","15.0","0.0%"
"4","Zach Ertz (ARI)","5","7","57","11.4","21","1","1","0","0","0","0","1","14.2","14.2","92.0%"
"5","Jared Cook (FA)","4","6","41","10.3","16","0","1","0","0","0","0","1","12.1","12.1","1.8%"
"6","Ryan Izzo (FA)","2","2","39","19.5","29","1","1","0","0","0","0","1","10.9","10.9","0.0%"
"7","Will Dissly (SEA)","4","4","81","20.3","38","2","0","1","7","0","0","1","10.8","10.8","0.3%"
"8","Austin Hooper (TEN)","6","9","56","9.3","18","0","0","0","0","0","0","1","10.6","10.6","12.3%"
"9","Travis Kelce (KC)","4","10","70","17.5","24","1","0","0","0","0","0","1","9.0","9.0","99.9%"
"10","Evan Engram (JAC)","6","11","42","7.0","14","0","0","2","5","0","0","1","7.7","7.7","18.0%"
"11","Lee Smith (FA)","1","1","8","8.0","8","0","1","0","0","0","0","1","7.3","7.3","0.0%"
"12","James O'Shaughnessy (CHI)","3","4","57","19.0","35","1","0","0","0","0","0","1","7.2","7.2","0.2%"
"13","Mark Andrews (BAL)","5","7","45","9.0","24","1","0","0","0","0","0","1","7.0","7.0","99.9%"
"14","Foster Moreau (LV)","4","4","46","11.5","23","1","0","0","0","0","0","1","6.6","6.6","0.8%"
"15","Jonnu Smith (NE)","1","2","57","57.0","57","1","0","0","0","0","0","1","6.2","6.2","2.7%"
"16","Tyler Higbee (LAR)","3","3","47","15.7","20","1","0","0","0","0","0","1","6.2","6.2","41.3%"
"17","Darren Waller (LV)","4","5","39","9.8","13","0","0","0","0","0","0","1","5.9","5.9","98.9%"
"18","Jimmy Graham (FA)","3","3","41","13.7","23","1","0","0","0","0","0","1","5.6","5.6","0.6%"
"19","Josh Hill (FA)","3","4","39","13.0","26","1","0","0","0","0","0","1","5.4","5.4","0.0%"
"20","Hayden Hurst (CIN)","4","4","32","8.0","13","0","0","0","0","0","0","1","5.2","5.2","11.1%"
